"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent","population","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","id","state_abbrev"
2020-04-30,27,0,4532,27,25,3,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-04-30,1033,6,108137,1033,943,11,6,4,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-04-30,438,4,57423,438,420,3,1,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-04-30,223,12,11909,223,144,14,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-04-30,1361,18,115118,1361,1291,18,9,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-04-30,551,8,37802,551,507,13,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-01,106,3,8981,106,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-01,3215,42,227084,3215,2293,27,14,12,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-01,27,0,4643,27,24,3,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-01,1033,6,111017,1033,948,11,4,4,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-01,438,4,58670,438,422,3,1,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-01,223,13,12974,223,153,12,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-01,1364,18,123707,1364,1293,16,7,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-01,551,8,41792,551,511,11,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-02,106,3,9243,106,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-02,3220,42,235894,3220,2300,28,14,12,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-02,29,0,4721,29,24,5,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-02,1034,6,113601,1034,965,10,4,4,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-02,438,4,59835,438,427,3,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-02,223,13,13829,223,157,13,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-02,1371,18,129228,1371,1300,12,7,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-02,551,8,45232,551,520,8,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-03,106,3,9402,106,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-03,3224,43,243128,3224,2306,27,14,11,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-03,29,0,4828,29,24,5,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-03,1035,6,115598,1035,976,9,4,4,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-03,438,4,60769,438,427,3,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-03,223,13,14782,223,158,11,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-03,1384,18,138433,1384,1300,12,7,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-03,551,9,46167,551,523,8,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-04,107,3,9628,107,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-04,3222,43,248699,3222,2328,27,14,10,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-04,29,0,4855,29,24,5,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-04,1038,6,116650,1038,980,9,4,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-04,438,4,61336,438,427,3,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-04,223,13,15356,223,164,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-04,1406,18,146661,1406,1310,11,6,6,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-04,551,9,47029,551,527,7,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-05,107,3,9829,107,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-05,3224,45,253995,3224,2349,25,13,11,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-05,29,0,4925,29,26,3,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-05,1043,6,117721,1043,980,9,4,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-05,438,4,62139,438,428,2,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-05,225,13,16017,225,165,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-05,1423,18,151977,1423,1311,12,6,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-05,551,9,48153,551,528,7,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-06,107,3,10102,107,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-06,3231,45,261251,3231,2418,25,13,9,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-06,29,0,5003,29,26,3,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-06,1043,6,120204,1043,985,9,4,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-06,438,4,63651,438,430,2,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-06,225,13,16476,225,168,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-06,1440,18,162077,1440,1321,8,6,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-06,551,9,49892,551,528,7,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-07,107,3,10478,107,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-07,3233,45,271796,3233,2463,24,10,8,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-07,29,0,5117,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-07,1045,6,124898,1045,989,8,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-07,439,4,65167,439,433,2,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-07,227,13,17234,227,170,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-07,1455,18,176507,1455,1322,8,6,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-07,551,9,51352,551,531,6,3,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-08,107,3,10957,107,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-08,3236,45,281257,3236,2486,23,10,8,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-08,29,0,5267,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-08,1045,6,129195,1045,994,9,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-08,439,4,66677,439,433,2,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-08,227,13,17807,227,175,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-08,1469,18,193265,1469,1332,8,6,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-08,552,9,52825,552,534,4,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-09,107,3,11274,107,103,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-09,3240,45,294949,3240,2504,20,8,7,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-09,29,0,5389,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-09,1045,6,133016,1045,1019,9,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-09,439,4,68012,439,433,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-09,227,13,18348,227,179,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-09,1479,18,209905,1479,1336,7,6,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-09,552,9,54563,552,536,4,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-10,107,3,11737,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-10,3242,45,304464,3242,2515,13,8,7,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-10,29,0,5495,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-10,1045,6,135806,1045,1019,8,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-10,439,4,69178,439,434,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-10,227,13,18545,227,185,8,1,1,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-10,1489,18,226889,1489,1346,7,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-10,552,9,55758,552,536,4,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-11,107,3,11939,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-11,3242,45,309722,3242,2517,20,7,7,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-11,29,0,5527,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-11,1045,6,137009,1045,1021,7,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-11,439,4,70147,439,434,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-11,227,13,19351,227,183,8,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-11,1496,18,245326,1496,1360,7,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-11,552,9,56098,552,536,4,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-12,107,3,12367,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-12,3242,45,315770,3242,2543,19,8,8,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-12,29,0,5646,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-12,1051,6,138892,1051,1027,7,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-12,439,4,71036,439,434,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-12,227,13,19539,227,185,8,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-12,1509,18,258451,1509,1376,8,4,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-12,553,9,56226,553,537,2,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-13,107,3,12637,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-13,3248,46,323887,3248,2571,22,7,7,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-13,29,0,5759,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-13,1051,6,142040,1051,1028,7,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-13,439,4,72725,439,434,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-13,227,13,20088,227,187,8,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-13,1514,18,273255,1514,1385,9,6,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-13,553,9,58634,553,538,1,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-14,107,3,13066,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-14,3252,46,333634,3252,2595,23,8,6,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-14,29,0,5759,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-14,1052,6,145182,1052,1029,7,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-14,439,4,74293,439,434,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-14,227,13,20657,227,187,8,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-14,1523,18,289441,1523,1385,9,6,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-14,554,9,61267,554,538,1,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-15,107,3,13493,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-15,3260,46,345846,3260,2605,22,7,5,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-15,29,0,6116,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-15,1054,6,148607,1054,1030,6,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-15,439,4,75958,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-15,228,13,21089,228,190,6,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-15,1543,18,309459,1543,1407,9,7,5,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-15,554,9,63248,554,538,1,1,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-16,107,3,13854,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-16,3263,46,355738,3263,2611,22,6,3,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-16,29,0,6258,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-16,1055,6,151854,1055,1036,5,3,3,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-16,439,4,77728,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-16,228,13,21604,228,195,7,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-16,1554,18,323970,1554,1417,11,7,6,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-16,556,9,64646,556,541,1,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-17,107,3,14058,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-17,3264,46,362842,3264,2612,22,7,4,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-17,29,0,6370,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-17,1055,6,154220,1055,1037,5,2,2,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-17,439,4,78833,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-17,228,13,21886,228,195,8,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-17,1561,18,338219,1561,1417,11,7,6,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-17,556,9,65698,556,542,1,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-18,107,3,14290,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-18,3265,47,371881,3265,2612,22,6,2,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-18,29,0,6417,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-18,1057,6,155755,1057,1038,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-18,439,4,79616,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-18,228,13,22246,228,197,6,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-18,1567,18,345290,1567,1439,9,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-18,556,9,66539,556,544,1,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-19,107,3,14448,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-19,3267,47,377185,3267,2614,22,5,2,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-19,29,0,6517,29,27,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-19,1057,6,158641,1057,1039,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-19,439,4,80713,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-19,228,13,22597,228,198,6,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-19,1573,18,358120,1573,1454,11,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-19,556,9,67649,556,544,1,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-20,107,3,14712,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-20,3270,48,384278,3270,2631,20,3,2,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-20,29,0,6673,29,28,2,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-20,1058,6,163560,1058,1040,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-20,439,4,82401,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-20,228,13,23027,228,198,6,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-20,1580,18,367272,1580,1465,10,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-20,556,9,69644,556,544,1,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-21,107,3,14916,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-21,3271,48,390930,3271,2648,20,3,2,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-21,29,0,6809,29,29,1,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-21,1058,6,166877,1058,1040,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-21,439,4,84389,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-21,228,13,23448,228,199,5,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-21,1581,18,378673,1581,1473,10,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-21,556,9,71642,556,544,0,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-22,107,3,15253,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-22,3273,49,402623,3273,2648,20,1,1,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-22,29,0,6809,29,29,1,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-22,1058,6,169863,1058,1040,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-22,439,4,86089,439,435,1,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-22,228,13,23636,228,201,4,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-22,1593,18,393103,1593,1479,10,5,4,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-22,556,9,73306,556,544,0,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-23,107,3,15567,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-23,3275,49,411618,3275,2653,17,1,1,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-23,29,0,7105,29,29,1,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-23,1060,6,172212,1060,1041,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-23,439,4,87451,439,435,0,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-23,228,13,23999,228,201,4,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-23,1602,19,398826,1602,1484,10,3,3,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-23,556,9,75484,556,545,0,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-24,107,3,15760,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-24,3276,49,418427,3276,2653,16,1,1,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-24,29,0,7217,29,29,0,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-24,1061,6,173864,1061,1041,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-24,439,4,88446,439,435,0,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-24,228,13,24191,228,202,4,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-24,1603,19,420246,1603,1498,9,3,3,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-24,556,9,76644,556,545,0,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-25,107,3,16006,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-25,3279,49,422703,3279,2656,15,1,1,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-25,29,0,7233,29,29,0,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-25,1056,6,174974,1056,1038,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-25,439,4,89245,439,435,0,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-25,228,13,24663,228,203,4,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-25,1605,19,431878,1605,1520,8,3,3,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-25,560,9,77501,560,545,0,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-26,107,3,16196,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-26,3281,49,456724,3281,2661,14,1,1,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-26,29,0,7396,29,29,0,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
2020-05-26,1057,6,176561,1057,1039,4,1,1,5115451,2,"Australia","Queensland",NA,"36068882","QLD"
2020-05-26,440,4,90384,440,435,0,0,0,1756494,2,"Australia","South Australia",NA,"165128d0","SA"
2020-05-26,228,13,25248,228,205,4,0,0,535500,2,"Australia","Tasmania",NA,"86525f8e","TAS"
2020-05-26,1610,19,437406,1610,1533,8,3,3,6629870,2,"Australia","Victoria",NA,"6c5dccdb","VIC"
2020-05-26,566,9,78308,566,545,0,0,0,2630557,2,"Australia","Western Australia",NA,"1f999f12","WA"
2020-05-27,107,3,16575,107,104,0,0,0,428060,2,"Australia","Australian Capital Territory",NA,"f42f23e3","ACT"
2020-05-27,3278,49,464351,3278,2663,14,1,1,8117976,2,"Australia","New South Wales",NA,"5c4dd6e0","NSW"
2020-05-27,29,0,7528,29,29,0,0,0,245562,2,"Australia","Northern Territory",NA,"a079fdb2","NT"
